Couplet,Poet
"کَنڀاتِڙيٖ تَڙِ وَرِي اُڀِي تَڙِ واجهاءِ،
مانَ اَچِهُون ڪاءِ سُواڌائِي سَڄَڻين.",Shah Abdul Latif Bhitai
"نَوَ نِيئَر پائي، جان مون هينئڙو جَهلِيو،
وِيئڙو ڇنِائي، پوئينءَ رات پِرِيَنِ ڏي.",Shah Abdul Latif Bhitai
"نَوَ نِيئَر، ڏَهَه ڏاوَڻِيُون، پندرهن پَينڌَ پِياسَ،
جڏهن سَڄَڻَ يادِ پِياسِ، ڇِرڪَ ڇِنَايَئِين هيڪَڙيٖ.",Shah Abdul Latif Bhitai
"جِئان ڪوڙِ ٻه ڪاٺِيُون، پَنجين لَکين ڀَاءُ،
مَيو تنهن ماڳاءُ، ڏِيهاڻِي ڏارَ چَري.",Shah Abdul Latif Bhitai
"لَکِ لاکِيڻو ڪَرَهو، ڪوڙييٖن ڏيئِي ڳِڌومِ،
اَڱَڻِ سُونهن ٿِيومِ، مُلهه مَهانگو مَ چئو.",Shah Abdul Latif Bhitai
"مانَ پُڇَنِئِي سُپِرِين، چِتان  لاھِ مَ چُرَ،
اَنِين  جا اَمُرَ، کَڻُ  تہ خالِي نہ ٿِييِن.",Shah Abdul Latif Bhitai
"مانَ پُڇَنِئِي سُپِرِين، چِتان چُرَ مَ لاهِه،
پِرِيَنِ اَڳِيان پاءِ، پَلؤ مَڱَڻَهارَ جيئن.",Shah Abdul Latif Bhitai
"اَٺَئِي پَهَر اوڙاهَه تي، مَنجِهه گُهرِءِ گهاري،
وَسُ نه ويچاريٖ، ته ڪا ماڳِ ڍُڪَندِي مَڪُڙِي.",Shah Abdul Latif Bhitai
"اورِيائِين آڻِينِ، ميڙِيو مُعلِمَ خَبَرُون،
سا تان سُڌِ نه ڏِينِ، جِتي وَهُ ويڌُ ڪَري.",Shah Abdul Latif Bhitai
"سَڀيئِي سَئِين ڪَرين، ڪو مَ مُنجهايين واٽِ،
سُپيرِيان جي ساٿِ، لائو لَڱو ميڙِيين!",Shah Abdul Latif Bhitai
"چَڱنِ ساڻُ چَڱائِيُون، ايئن سَڀَڪو هوءِ،
تو جيئن ڪَري نه ڪوءِ، بُڇَنِ ساڻُ ڀَلائِيون.",Shah Abdul Latif Bhitai
"چَڱنِ ساڻُ چَڱائِيُون، مَٺائِيون مَٺَنِ،
جـو وَڙُ جُڙي جَنِ سين، سو وَڙُ سيئِي ڪَنِ،",Shah Abdul Latif Bhitai
"مَيَنِ مَٿي سَمَرا کُهِيَنِ سَڏَ ڪَرينِ،
ساٿُ نِباهِيو نِينِ، اِي پَرِ سَندِي سَڄَڻين.",Shah Abdul Latif Bhitai
"سونا! وانءُ صَرافَ سِينءَ، لَڏو لاهِ مَ لَڏِ،
سودو سوئِي ڇَڏِ، جنهن ۾ جَواهِرُ ناهِ ڪِين.",Shah Abdul Latif Bhitai
"سونا! وانءُ صَرافَ سِينءَ، لَڏو هَڏِ مَ لاهِه،
آهي تَنِ اُونداهِه، جَنِ جَواهِرَ ضايَع ڪِيا.",Shah Abdul Latif Bhitai
"جُهه صَرافَنِ لَڏيو، تَه تُون پُڻِ لَڏِجِ، سونَ!
قَدُرُ لَهَندُءِ ڪونه، نيئِي گَڏِيندَءِ گَڏُوءَ سين.",Shah Abdul Latif Bhitai
"اَگِهيو ڪائو ڪَچُ، ماڻِڪَن موٽَ ٿِي،
پَلَئه پايو سَچُ، آڇِيندي لَڄَ مَران.",Shah Abdul Latif Bhitai
"اَمُلُهه، اَسارِي پئِي، ڀورِي! ڀَڳُئِي جِتِ،
ڪُ هه نه رُنِئي تِتِ، ٻَئِي اَڌَ هَٿَ ڪَري.",Shah Abdul Latif Bhitai
"اَمُلُهه، اَسارِي پئِي، ڀورِي! ڀڳئِي جيئن،
وانءُ صَرافَنِ سيئن، ٻَئِي اَڌَ هَٿِ ڪَري.",Shah Abdul Latif Bhitai
"جِتي ماڻِڪ ماڳُ، تِتي چوران تَڪِيو،
سَنئُون تَنِ سَڀاڳُ، اَمُلُ جَنِ اوباهِيو.",Shah Abdul Latif Bhitai
"چورُ اُڀو ايئن چوءِ، ته آئون اُهوئِي آهِيان،
جي اَسِي اَکِيَنِ هوءِ، ته لِڪئٖي کي ڪونَه لَهي.",Shah Abdul Latif Bhitai
"مون ٿي چَيُئه، ڪاندَ! ڀُتِي ڀاڙِ مَ مَڪُڙِي،
سِڙَهَه پُراڻا پاندَ، لَهرِيُون سَهِي لَڳَندِيُون.",Shah Abdul Latif Bhitai
"وِيرِ وِڙَندءِ، ويسَرا! اُٿِي توههُ طَلَبِ،
سائِرَ ڪنهن سَبَبِ، ڪالَهه نه وڌءِ ڪُنَ ۾.",Shah Abdul Latif Bhitai
"ڪالَهه وِڌائِين ڪُنَ ۾، جاڏا جُنگ جَهازَ،
تنهنجي اَڄُ تَرازَ، آهي آر اکين ۾.",Shah Abdul Latif Bhitai
"تانگهـٖي ۾ تاڻٖي، ٻَڌُ پنهنجو تُرَهو،
اُونهٖيءَ ۾ آڻـٖي، ڪونَه ڏيندُءِ ڪو ٻِيو!",Shah Abdul Latif Bhitai
"تارُو تَرِيو وَڃَنِ، نَنڍا وَڏا واهُڙا،
هَئٖي، ٻَرِ! اَتارُنِ، جيئن ڳَرا مَٿِنِ مولِهيا.",Shah Abdul Latif Bhitai
"ڏوري لَهُه ڏاتارُ، جِمَ ويـٖهين ويسَرو!
هَڪيو هوئجِ هُشِيارُ، کِنوَڻِ کِوَندِئي اوچتِي.",Shah Abdul Latif Bhitai
"سُتين ڪِهَڙِيءَ سارَ، وِڄُ کِوَندِيئي، ويسَرا!
تو جيڏا تو يارَ، لَهِرِن لَهِوارا ڪِيا!",Shah Abdul Latif Bhitai
"ستيٖن سَنجهيئِي، وِڄُ کِوَندِيئي، ويسَرا!
وِيرَ وَرِي ويئِي، اَسارَنِ تان اوچتي.",Shah Abdul Latif Bhitai
"کِنوَڻِ کنِوايو، آيَئِي نِنڊَ اَڀاڳَ جي،
جَنين نه ڀئو ڀانيو، ڪَري تَوائِي تَنِ کي.",Shah Abdul Latif Bhitai
"توڻي تَوائي، توءِ تنهنجو آسَرو،
سَڄَڻَ ڳَرِ لائِي، کِيرُون ڏِيندِيَسِ جيڏِييٖن.",Shah Abdul Latif Bhitai
"پَڳَھَ  پاسي گهارِ، آيَلِ! سامُونڊِيَنِ جي،
وِجِهي جِيُ جَنجارِ ، جِمَ  وَڃَنِئِي اوھَرِي.",Shah Abdul Latif Bhitai
"پگهه پاسي پڇ، آيل! سامونڊين جي،
من ۾ ٻاري مچ، جم وڃنئي اوهري.",Shah Abdul Latif Bhitai
"جان ايندينءَ تان آءُ، هَڻِي هَٿُ پَڳَههَ ۾،
لَڳي واءُ سُواءُ، سِڙُهه سانباهِي نه سَهي.",Shah Abdul Latif Bhitai
"لَنگَرَ جان نه کَڻَنِ، وانءُ وَهِلِي نِڪِري،
مَڇُڻ ڏيهه وَڃَنِ، نارِيُون پُوري ناکُئا.",Shah Abdul Latif Bhitai
"نَنگَرَ ۽ نارِيُون، پَڳَهَه کَڻِي پَنڌِ ٿِيا،
بَندَرَ بازارِيُون، سُڃا سامُونڊِيَنِ ري.",Shah Abdul Latif Bhitai
"ننگَرَئُون نيڻين، مَن اولِيءَ نه اوهَري!
سَٻاجهين نيڻين، پائي ڳُڻَ ڳِهِيو هِنيون.",Shah Abdul Latif Bhitai
"اوڙاههِ وِيا نه وَرِيا، آئون تنهن مارِي ويڻَ،
ڪري سامُونڊِي سيڻَ، جُسي جارُ پِرائِيو.",Shah Abdul Latif Bhitai
"اُوهَرِيا جِئائِين، ڍُڪَنِ تَنِ تَڙائِييٖن!
سامُونڊِيَنِ، سائِين! واءُ سَڻائو وارِييٖن!",Shah Abdul Latif Bhitai
"سامُونڊِي ساري، مَٿي تَڙَ گُذارِيان،
مون کي ٿِي ماري، اُنِين سَندِي ڳالَهڙِي.",Shah Abdul Latif Bhitai
"سامُونڊِي ساريٖ، ماءِ! مُنهنجو جِندَڙو،
بَندَرِ ويچاريٖ، وَڃِي لاتا ڏينهڙا.",Shah Abdul Latif Bhitai
"سامُونڊِيَڪو سَڱ، آهي گُوندر گاڏُئُون،
اَنگُهن چاڙهي اَڱ، وِيو وَڻِجارو اُوهَرِي!",Shah Abdul Latif Bhitai
"وَڃيئِي وِسَرِي شالَ، جو تو سودو سِکيو،
اَڃا آئين ڪالَ، پُڻِ ٿو سَفَرِ سَنبَهين!",Shah Abdul Latif Bhitai
"ڳِرِيو جَهلِيو روءِ، مَٿي مُهريٖ هَٿَڙا،
کوءِ! سودو سَندوءِ! جو تو، ڍولِيا! سِکيو.",Shah Abdul Latif Bhitai
"ٻيڙِيءَ جي ڀُوڻَن، نينهُن نه ڪِجي تَنِ سين،
اڀِيُون ڏنڀَ ڏِسَنِ، جُهه ڏيئِي سِيرَ ٿِيا.",Shah Abdul Latif Bhitai
"هينئڙو ٻيڙيءَ جان، ڏُتَڙِ پئٖي ڏينهن ٿِيا،
پُڇِيو تان نه پِرِيان، ڪَرَلاهُو ٿِي ڪَڏِهِين.",Shah Abdul Latif Bhitai
"تان ڪِي لَئِجِ، ڪانگَ، ڪَڏِهن اِيندا مان ڳَري؟
سيڻَنِ ڪارَڻِ سانگَ، مون تان گَهڻيٖئِي ڪِيا.",Shah Abdul Latif Bhitai
"سَرَ نِسَرِيا پاندَ، اُتَرَ لَڳا، آءُ پِرِين!
مون تو ڪارَڻِ، ڪانڌَ! سَهِسين سُکائُون ڪِيُون.",Shah Abdul Latif Bhitai
"سَرَ لوهِيڙا ڳَڀِيا، ڪُسَرَ نِسَرِيا،
تو ڪيئن وِسَرِيا، ڍولِيا! ڏينهَن اَچَڻَ جا؟",Shah Abdul Latif Bhitai
"جيڪَرَ اَچـٖي هاڻِ، ته ڪَرِيان رُوحَ رُچَندِيُون،
آيَلِ! ڍولـيٖي ساڻِ، هوند ڳَرِ لَڳِي ڳالهيُون ڪَريان.",Shah Abdul Latif Bhitai
"آيل! ڍولِيي ساڻُ، اَچي ته جهيڙِيان،
لايَئي ڏينهَن گَهڻا، مون سين ڪيئي ٿورِڙا.",Shah Abdul Latif Bhitai
"ڍولِيو وِيئَڙو ڏُورِ، تي ٿِي سِيءَ گُذارِيان،
مادَرِ! مُون مَ چورِ، ناتَه پَڌَرِ پُوندي پرينءَ ري.",Shah Abdul Latif Bhitai
"لاهِيندائِي ڪَنِ، ڳالِهيون هَلَڻَ سَندِيُون،
ڏِيندا مُون ڏُکَنِ، وَههِ وِجَهندا جِندَڙو!",Shah Abdul Latif Bhitai
"مون کي جِيارِيو، پِريَنِ جِي ڳالِهه ڪري!
ڊَٺو اَڄُ اَڏيو، هينئڙو ڪوٽَ بُرجَ جيئن.",Shah Abdul Latif Bhitai
"وانءُ وَڃِي وائُٺِ، هينئڙا! ماڳُ پِريَنِ جو،
چُمِيو چُمُ چانئٺ، هوءِ جا سَندِي سَڄَڻين.",Shah Abdul Latif Bhitai
"آئون جَنِ آساري، مَٿي تَڙَ گُذارِيان،
مون کي وِساري، شالَ مَ وَڃَنِ اُوهَرِي.",Shah Abdul Latif Bhitai
"سَنهـٖي لَڪ، نَڪ سَنئيٖن، ڪَجَلَ ڀِنَنِ نيڻَ،
سامُونڊِي! مون سيڻَ، ڪِ تو ڪالَهه لَنگهائِيا؟",Shah Abdul Latif Bhitai
"هي سَڄَڻَ سَيئِي، جي مون ڪوڏِ نِهاريا،
اِيندَمِ جان پيهِي، ته سَڀِ لاهِيندَمِ ڏُکَڙا.",Shah Abdul Latif Bhitai
"اڄُ پُڻ وايُون ڪَنِ، وَڻِجارا وَڃَڻَ جُون،
اَٺِئِي پَهَرَ اَٿَنِ، سَعيو ڪنهن سَفَرَ جو.",Shah Abdul Latif Bhitai
"لاهِيان جي نه چِتان، اَلا! اُنِ مَ وِسَران!
مَڙِهيو مَنجهاران، جِيُ منهنجو جَنِ سين.",Shah Abdul Latif Bhitai
"چِتان جي نه چُرَنِ، اَلا! اُنِ مَ وِسَران،
مون مَنُ آهي تَنِ، مَڙِهيو مَنجهاران هِنئين.",Shah Abdul Latif Bhitai
"تَڙيـٖن تَنوارِين، ماءِ! سامُونڊِي آئِيا،
مون کي جِيارِينِ، وايُون وَڻِجارَنِ جُون.",Shah Abdul Latif Bhitai
"اَڱَڻِ آئِيا جان، ته سَرَتِيُون! مون سُکَ ٿِيا،
امل پِرِيَنِ مٿان، ٻُرِڪِئو ٻِيَنِ ڏِيان.",Shah Abdul Latif Bhitai
"آئِي اُتَرَ مُندَ، هِينئِيـٖن اُڊَڪو نَه لَهي،
وَٽِينِ لاڄُوبَندَ، ٻِيهَرَ مَکِينِ ٻيڙِيُون.",Shah Abdul Latif Bhitai
"لاڄُو ٿا لَنوَنِ، اَچَنِ سِڙَهه اُپَٽِيا،
ڪارَڻِ تَنِ پِرِيَنِ، ويٺِي واٽَ نِهارِيان.",Shah Abdul Latif Bhitai
"سِڙَهه سُڃاڻِيو چوءِ، ماءِ! سامُونڊي آئِيا،
مانَ منهنجو هوءِ، جانِي هِنَ جهازَ ۾!",Shah Abdul Latif Bhitai
"بَندَرَ ديسان ديسِ، اَمُلُهه نه مِلي وارِييٖن،
فَقِيراڻي ويسِ، اَمُلُهه ڏِيَنِ اَتورِيا.",Shah Abdul Latif Bhitai
"پَتَڻِ پوءِ پَچارَ، ان ڪي سِڙَهه وِيندا گَڏِيا،
اَڪُنڊَ مون اَپارَ، شالَ منهنجا موٽِيا.",Shah Abdul Latif Bhitai
"اُڀِيُون تَڙَ پُوڄِينِ، وَهُون وَڻِجارَنِ جون،
آڻِيو اَکا ڏِينِ، کَٿُورِي، سَمُونڊَ کي.",Shah Abdul Latif Bhitai
"جَنِين ڪارَڻ مون، تَڙَ پُوڄارا پُوڄِيا،
پُنِيَمِ اُميدُون، سـٖي ئي سَڄَڻَ آئِيا.",Shah Abdul Latif Bhitai
"وائُنِٽيون ٿِيُون وَرَڪَنِ، اَڃا سِڙَهه نه پَڌَرا،
سي ئِي ٿِيُون مَرَڪَنِ، جَنِين سَندا آئِيا.",Shah Abdul Latif Bhitai
"کُوهَنِ سِرِ وائُنٽِيُون، وائُنٽِيُنِ سِرِ ڳَنڊَ،
کيڙي کيڙي کَنڊَ، ماءِ! سامونڊي آئِيا.",Shah Abdul Latif Bhitai
"جَرِ تَڙِ ڏِيو ڏي، وَڻِ ٽِڻِ ٻَڌِي وائُنٽِيُون،
اَلا! ڪانڌُ اَچي، آسائِتِي آهِيان!",Shah Abdul Latif Bhitai
"جا جَرِ جاٽُون نه ڏِئي، ڏِيا نه موهي،
سَڌُون ڪوهُ ڪَري، سا پَنهِنجي ڪانڌَ جون؟",Shah Abdul Latif Bhitai
"مون اُڀي تَڙَ وَٽِ، پِرِيَنِ پَڳَههَ ڇوڙِيا،
ڪا مُنهين ۾ گَهٽ، ناتَه سَڄَڻَ سَٻاجها گَهڻو.",Shah Abdul Latif Bhitai
"مون اُڀـٖي تَڙَ هيٺِ، پِرِيَنِ پَڳَههَ ڇوڙِيا،
ڪا مُنهين ۾ ڏِيٺِ، نا تَه سَڄَڻَ سَٻاجها گَهڻُون.",Shah Abdul Latif Bhitai
"مون اُڀي تَڙَ جَهلَ، پِرِيَنِ پڳَههَ ڇوڙِيا،
ڪا مُنهين ۾ اَلَ، نا تَه سَڄَڻَ سَٻاجها گَهڻُون.",Shah Abdul Latif Bhitai
"مون اُڀي تَڙَ پاسِ، پِرِيَنِ پَڳَههَ ڇوڙِيا،
ڪا مُنهين ۾ اَلَ، نا تَه سَڄَڻَ سَٻاجها گهڻُون.",Shah Abdul Latif Bhitai
"کيڙائُنِ کارو، سَنجهيئِي سارِيو،
آيَلِ! اُمارو، آهِن پَرِييٖن پارَ جو.",Shah Abdul Latif Bhitai
"وَڻِجَارَنِ وريٖ، پِرِهَه پَڳَههَ ڇوڙيا،
کيڙائُو کاري، سَنڀُوڙا، سَيَدُ چي.",Shah Abdul Latif Bhitai
"وَڻِجاريٖ جِي ماءِ! وَڻِجارو نه پَلِييٖن؟
آيو ٻارهيٖن ماهِ، پُڻِ ٿو سَفَرِ سَنَبهـٖي.",Shah Abdul Latif Bhitai
"وَڻِجاري ڪانڌاءُ، مون وَرُ ويٺي گهارِيو!
لَڳي اُتَرَ واءُ، ڍولِيو هَلَڻَ جُون ڪري.",Shah Abdul Latif Bhitai
"جي تون وَڻِجارو ڪانڌُ، ته مون هَڏِ مَ لائُون لَڌِيون!
پَرَڏيههَ مَٿَي سانگُ، اَٺَئِي پَهَرَ جنهن ڪِيو.",Shah Abdul Latif Bhitai
"پَرَڏيههِ پُورِيائُون، سامونڊِيَنِ سِڙَهه سَنباهِيا،
مان تَنُ مارِيائُون، پاڻان وِجهي گندرين!",Shah Abdul Latif Bhitai
"جيڪِين ڏِٺو مان، سو جي ڏِٺو جيڏِيين،
گَهرَ وَرَنِين سان، هوند گَهڻِنِ گهوري ڇَڏِيا.",Shah Abdul Latif Bhitai
"مِنهِه جِهِين جي مُون، ڏِٺو مُنهن مِيهارَ جو،
آهيم ساههَ سَئُون، سو ڪيئن گَهڙو گهورِيان؟",Shah Abdul Latif Bhitai
"گَهڙو ڀَڳو، مُنڌَ مُئِي، وَسِيلا وِيا،
تِنهان پوءِ سُئا، سُهڻِي سَڏَ ميهار جا.",Shah Abdul Latif Bhitai
"جَڏِهن وَسِيلَنِ، لوڙهي ڇَڏِي لُڙَ ۾،
پاراڙان پِرِيَنِ، تڏهن پُڇِي سُوهَڻِي.",Shah Abdul Latif Bhitai
"پاڻُ مَ کَڻجِ پاڻَ سين، وَسِيلا وِڃاءِ،
عِشقَ ساڻُ اُٺاءِ، پيٖرُ پِريان جي پارَ ڏيٖ.",Shah Abdul Latif Bhitai
"پاڻُ مَ کَڻج پاڻَ سين، رِيءَ وَسِيلي وَڌُ،
لالَنُ تَنِين لَڌُ، عِشقُ جَنِين جي اَڳَ ۾.",Shah Abdul Latif Bhitai
"پاڻُ مَ کَڻج پاڻَ سين، رِيءَ وَسِيلي وَڃُ،
ڀيلو ڀيريٖ ڀَڃُ، اُڪَنڊَ کَڻُ عَمِيقَ ۾.",Shah Abdul Latif Bhitai
"پُڇَنِ جي ميهارَ کي، پُڇــٖي سي ميهار،
تُرَهو تَنِين بارُ، عِشقُ جَنِين کي آڪَرو.",Shah Abdul Latif Bhitai
"عِشقُ جَنِين کي آڪَرو، تُرَهو مَٿٖي تَنِ،
جي ساهَڙَ کي سڪَنِ، تَنِين جَرُ جَنڊ ٿِئٖي.",Shah Abdul Latif Bhitai
"تُرَهو آڇِ مَ تَنِ کي، جَنِ عِشقَ سيٖن آگاهَ،
پُڇي مَسَ مَلاحَ، ساهَڙَ مَڻِي سُوهَڻِي.",Shah Abdul Latif Bhitai
"ساهَڙُ، سا سُوهَڻِي، سائِر پُڻِ سوئِي،
آهي نِجوئِي، ڳُجُهه ڳُجهاندَرَ ڳالهڙِي.",Shah Abdul Latif Bhitai
"ڪيڏانهن گَهنڊَ گُڙِنِ؟ ڪيڏانهن اُٿِي وِيِئيون،
تيڏانهن ٿِيُون چَرَنِ، جيڏانهن پـُٺِ ميهار جِي.",Shah Abdul Latif Bhitai
"وَڇَنِ سين ويٺِي، سُورَ وِياڇـٖي سُهڻي،
آن ڪا ٿِي ڏيٖٺي، مٖينهُن جي ميهارَ سيٖن؟",Shah Abdul Latif Bhitai
"پُڄيو پِنگَهن پاندَ، ويٺِي روءِ وَڇِنِ سين،
ڪُهه ڪَرِيندِيَسِ ڪانڌَ، گَهڙو ڀَڳو گهوريو.",Shah Abdul Latif Bhitai
"ڀيلِيان جِتِ ڀَڳِيُون، آيُون اُتِ وَرِي،
ڪانهي ٻِي ڳَرِي، مينهُنِ کي ميهارَ ري.",Shah Abdul Latif Bhitai
"چاهَڪَ چَري، تارِ تَرِي، آيُون مَٿي ٻيٖٽَ،
لُڙَ لَنگِهيندِيُون ليٽَ، لُطفَ ساڻُ، لَطِيفُ چـٖي.",Shah Abdul Latif Bhitai
"پَسُ! پَسَڻا پَري ٿِيا، اوري سَندُن آرُ،
دَرِياهَه ري سَهاڙُ، ڏِسَڻُ گَهڻُو ڏُهِلو،",Shah Abdul Latif Bhitai
"دائِمُ جا دَرِياهَه ۾، سا مَڇِي ڪِنِي ڪوههُ؟
آهـٖيس اِيءُ اَندوههُ، پاڻِي ڪِٿي ته پِيان.",Shah Abdul Latif Bhitai
"سَهسَين سائِرَ ٻوڙِيُون، مُنڌَ ٻوڙِيو مِهَراڻُ،
وَهَه وِڃائِيو پاڻُ، هَڻـٖي ڪَنڌُ ڪَپَنِ سين.",Shah Abdul Latif Bhitai
"سَهسَين سائِرَ گَجَنِ، توءِ سَهَجَ نه مَٽي سهڻي،
ته ڪي نينهن ڇِڄَن، پَرِتَهِي پِرِيَن جي؟",Shah Abdul Latif Bhitai
"سُپيرِيان جي تُرَهـٖي، ٻُڏِي! هَٿُ مَ لاءِ،
صُباحَ تان چُونداءِ، ”اَسان تو اُڪاريو.“",Shah Abdul Latif Bhitai
"سُڪِيءَ جي سانباههِ ۾، جَڏِهن ٻُڏِيُون جـٖي،
ساهَڙُ تِنين کـٖي، ٻيلِي ٻِنِهي ڪَنڌِييٖن.",Shah Abdul Latif Bhitai
"جي تو بيتَ ڀانئِيا، سي آيَتُون آهِينِ،
نِيو مَنُ لائِينِ، پِرِيان سَنديٖ پارَ ڏي.",Shah Abdul Latif Bhitai
"سانڀارا سـٖيئِي، تَنُ جَنِين جو طالِبو،
مَنُ پِرِيان نيٖئِي، پَڳَهِيو پاڻَ ڳَريٖ.",Shah Abdul Latif Bhitai
"آڪو ته آڪو، ڪَچو آيُم ڪَمِ،
جِيءَ جَنِين جا جَمِ، پَڪا سـٖي پُڇَندِيُون؟",Shah Abdul Latif Bhitai
